,Tool Name,URL,Description,Website Link,Verified,Cited To,Category,PreprocessedDescription
229,String,https://www.allthingsai.com/tool/string,"Talk to your data, and your data talks, regardless where it is or how it looks.",https://www.askstring.com/,True,https://www.askstring.com/?ref=allthingsai,Data,talk data data talk regardless look
230,Rose,https://www.allthingsai.com/tool/rose,"Rose is a cloud data platform to help users find, engage, visualize and share data.",https://rose.ai/,True,https://rose.ai/?ref=allthingsai,Data,rose cloud data platform help user find engag visual share data
231,Mason,https://www.allthingsai.com/tool/mason,"AI-powered productivity app for data analytics. Query, visualize and share data.",https://mason.app/,True,https://mason.app/?ref=allthingsai,Data,aipow product app data analyt queri visual share data
232,Abacus,https://www.allthingsai.com/tool/abacus,Data platform that enables real-time machine/deep learning at scale.,https://abacus.ai/,True,https://abacus.ai/?ref=allthingsai,Data,data platform enabl realtim machinedeep learn scale
233,Scale,https://www.allthingsai.com/tool/scale,High quality training and validation data for AI applications.,https://scale.com/,True,https://scale.com/?ref=allthingsai,Data,high qualiti train valid data ai applic
234,xMagic,https://www.allthingsai.com/tool/xmagic,"Chat with your documents, ask questions and get answers instantly.",https://www.xmagic.ai/,True,https://www.xmagic.ai/?ref=allthingsai,Documents,chat document ask question get answer instantli
235,Paperclips,https://www.allthingsai.com/tool/paperclips,Autogenerate high-quality flashcards from your PDFs and save hundreds of hours.,https://www.paperclips.app/,True,https://www.paperclips.app/?ref=allthingsai,Documents,autogener highqual flashcard pdf save hundr hour
236,PDF.ai,https://www.allthingsai.com/tool/pdf-ai,"Chat with any document. Ask questions, get summaries, find information, and more.",https://pdf.ai/,True,https://pdf.ai/?ref=althingsai,Documents,chat document ask question get summari find inform
237,InsightAI,https://www.allthingsai.com/tool/insightai,Understand content quickly with AI Summarization and Interactive Q&A.,https://getaiinsights.com/,True,https://getaiinsights.com/?ref=allthingsai,Documents,understand content quickli ai summar interact qa
238,Box AI,https://www.allthingsai.com/tool/box-ai,Ask anything regarding the files in your Box drive and get answers in seconds.,https://www.box.com/ai,True,https://www.box.com/ai?ref=allthingsai,Documents,ask anyth regard file box drive get answer second
239,Quino,https://www.allthingsai.com/tool/quino,"Upload any document or book and summarize, generate bullet points & chat with it.",https://quino.ai/,True,https://quino.ai/?ref=allthingsai,Educational,upload document book summar gener bullet point chat
240,Yaptutor,https://www.allthingsai.com/tool/yaptutor,Master your business english and exam speaking skills with AI tutoring.,https://www.yaptutor.com/,True,https://www.yaptutor.com/?ref=allthingsai,Educational,master busi english exam speak skill ai tutor
241,Superflows,https://www.allthingsai.com/tool/superflows,Generate email summaries and pre-generated replies written in your voice.,https://www.superflows.ai/,True,https://www.superflows.ai/?ref=allthingsai,Email,gener email summari pregener repli written voic
242,Shortwave,https://www.allthingsai.com/tool/shortwave,Smarter & faster email designed for stress-free productivity.,https://www.shortwave.com/,True,https://www.shortwave.com/?ref=allthingsai,Email,smarter faster email design stressfre product
243,Warmer AI,https://www.allthingsai.com/tool/warmer-ai,Sky rocket your cold emails with unique personalizations generated by AI.,https://warmer.ai/,True,https://warmer.ai/?ref=allthingsai ,Email,sky rocket cold email uniqu person gener ai
244,EmailTriager,https://www.allthingsai.com/tool/emailtriager,Use AI to automatically draft email replies in the background.,https://www.emailtriager.com/,True,https://www.emailtriager.com/?ref=allthingsai ,Email,use ai automat draft email repli background
245,Addy AI,https://www.allthingsai.com/tool/addy-ai,"Email assistant that drafts your emails in seconds, with your preferred style and tone.",https://addy-ai.web.app/,True,https://addy-ai.web.app/?ref=allthingsai ,Email,email assist draft email second prefer style tone
246,Ellie - Your AI Email Assistant,https://www.allthingsai.com/tool/ellie-your-ai-email-assistant,Ellie learns from your writing style and crafts replies as if they were written by you,https://ellieai.com/,True,https://ellieai.com/?ref=allthingsai ,Email,elli learn write style craft repli written
247,Leonardo,https://www.allthingsai.com/tool/leonardo,Create stunning game assets with AI. Craft worlds in minutes instead of months.,https://leonardo.ai/,True,https://leonardo.ai/?ref=allthingsai,Game Dev,creat stun game asset ai craft world minut instead month
248,Blockade Labs,https://www.allthingsai.com/tool/blockade-labs,Craft infinite virtual 360 worlds with a single text prompt in Skybox Lab.,https://www.blockadelabs.com/,True,https://www.blockadelabs.com/?ref=allthingsai,Game Dev,craft infinit virtual 360 world singl text prompt skybox lab
249,Moonlander,https://www.allthingsai.com/tool/moonlander,Start building high quality 3D games and worlds in days instead of months.,http://moonlander.ai/,True,http://moonlander.ai/?ref=allthingsai,Game Dev,start build high qualiti 3d game world day instead month
250,Modl,https://www.allthingsai.com/tool/modl,"Deploy AI and ML bots that play, grow and learn to your game.",https://modl.ai/,True,https://modl.ai/?ref=allthingsai ,Game Dev,deploy ai ml bot play grow learn game
251,Scenario,https://www.allthingsai.com/tool/scenario,"Generate high-quality, style-consistent, proprietary assets for your games.",https://www.scenario.gg/,True,https://www.scenario.gg/?ref=allthingsai ,Game Dev,gener highqual styleconsist proprietari asset game
252,Upheal,https://www.allthingsai.com/tool/upheal,An AI assistant that helps therapists and coaches save time and energy.,https://www.upheal.io/,True,https://www.upheal.io/?ref=allthingsai,Health,ai assist help therapist coach save time energi
253,AI Lawyer,https://www.allthingsai.com/tool/ai-lawyer,"AI-lawyer ready to give you expert legal help anytime, anywhere.",https://ailawyer.pro/,True,https://ailawyer.pro/?ref=allthingsai,Legal,ailawy readi give expert legal help anytim anywher
254,Publer,https://www.allthingsai.com/tool/publer,Social media management and scheduler with AI powered content generation features.,https://publer.io/features/ai-assist,True,https://publer.io/features/ai-assist?ref=allthingsai,Marketing,social media manag schedul ai power content gener featur
255,SEOmatic,https://www.allthingsai.com/tool/seomatic,"Generate SEO pages at scale to increase your traffic, leads and sales.",https://seomatic.ai/,True,https://seomatic.ai/?ref=allthingsai,Marketing,gener seo page scale increas traffic lead sale
256,WowTo,https://www.allthingsai.com/tool/wowto,Create how-to videos and host an engaging video knowledge base in minutes.,https://wowto.ai/,True,https://wowto.ai/?ref=allthingsai,Marketing,creat howto video host engag video knowledg base minut
257,PageGPT,https://www.allthingsai.com/tool/pagegpt,Build beautiful and unique landing pages powered by an AI website generator.,https://pagegpt.pro/,True,https://pagegpt.pro/?ref=allthingsai,Marketing,build beauti uniqu land page power ai websit gener
258,Pencil,https://www.allthingsai.com/tool/pencil,Automatically generate static and video ad creatives using Artificial Intelligence.,https://www.trypencil.com/,True,https://www.trypencil.com/?ref=allthingsai,Marketing,automat gener static video ad creativ use artifici intellig
259,Loopin,https://www.allthingsai.com/tool/loopin,Loopin provides different AI tools useful for meetings and your calendar.,https://www.loopinhq.com/ai,True,https://www.loopinhq.com/ai?ref=allthingsai,Meetings,loopin provid differ ai tool use meet calendar
260,Krisp,https://www.allthingsai.com/tool/krisp,Improve your meetings with this AI-powered voice clarity meeting assistant.,https://krisp.ai/,True,https://krisp.ai/?ref=allthingsai,Meetings,improv meet aipow voic clariti meet assist
261,tldv,https://www.allthingsai.com/tool/tldv,"Transcribe and summarize your calls with customers, prospects, and your team.",https://tldv.io/,True,https://tldv.io/?ref=allthingsai,Meetings,transcrib summar call custom prospect team
262,Avoma,https://www.allthingsai.com/tool/avoma,Make your meetings more actionable with an AI Meeting Lifecycle Assistant.,https://www.avoma.com/,True,https://www.avoma.com/?ref=allthingsai,Meetings,make meet action ai meet lifecycl assist
263,jamie,https://www.allthingsai.com/tool/jamie,"Your AI assistant that writes meeting summaries for you, so you don't have to.",https://www.meetjamie.ai/,True,https://www.meetjamie.ai/?ref=allthingsai,Meetings,ai assist write meet summari dont
264,Magical,https://www.allthingsai.com/tool/magical,The perfect integrated meeting solution for busy professionals.,https://magical.so/,True,https://magical.so/?ref=allthingsai,Meetings,perfect integr meet solut busi profession
265,Fathom,https://www.allthingsai.com/tool/fathom,"Fathom records, transcribes, highlights, and summarizes your meetings.",https://fathom.video/,True,https://fathom.video/?ref=allthingsai,Meetings,fathom record transcrib highlight summar meet
266,Cogram,https://www.allthingsai.com/tool/cogram,Take automatic notes in virtual meetings and identify action items.,https://www.cogram.com/,True,https://www.cogram.com/?ref=allthingsai,Meetings,take automat note virtual meet identifi action item
267,Fireflies,https://www.allthingsai.com/tool/fireflies,"Record, transcribe, search, and analyze voice conversations with Fireflies.",https://fireflies.ai/,True,https://fireflies.ai/?ref=allthingsai,Meetings,record transcrib search analyz voic convers firefli
268,Vowel,https://www.allthingsai.com/tool/vowel,"The tool for remote teams to host, summarize, search, and share video meetings.",https://www.vowel.com/,True,https://www.vowel.com/?ref=allthingsai,Meetings,tool remot team host summar search share video meet
269,Invicta,https://www.allthingsai.com/tool/invicta,Create powerful and shareable AI models using common english.,https://invictai.io/,True,https://invictai.io/?ref=allthingsai,Models,creat power shareabl ai model use common english
270,Replicate Codex,https://www.allthingsai.com/tool/replicate-codex,"Search, filter, and sort AI models. Find the right one for your AI project.",https://www.replicatecodex.com/,True,https://www.replicatecodex.com/?ref=allthingsai,Models,search filter sort ai model find right one ai project
271,Banana,https://www.allthingsai.com/tool/banana,Scale your machine learning inference and training on serverless GPUs.,https://www.banana.dev/,True,https://www.banana.dev/?ref=allthingsai,Models,scale machin learn infer train serverless gpu
272,Brancher,https://www.allthingsai.com/tool/brancher,Use Brancher to connect AI models and build powerful apps without code.,https://www.brancher.ai/,True,https://www.brancher.ai/?ref=allthingsai,Models,use brancher connect ai model build power app without code
273,Diff Models,https://www.allthingsai.com/tool/diff-models,"Models trained to predict a code diff, trained on millions of commits from Github.",https://carper.ai/diff-models-a-new-way-to-edit-code/,True,https://carper.ai/diff-models-a-new-way-to-edit-code/?ref=allthingsai,Models,model train predict code diff train million commit github
274,Humanloop,https://www.allthingsai.com/tool/humanloop,Find the prompts users love and fine-tune custom models at lower cost.,https://humanloop.com/,True,https://humanloop.com/?ref=allthingsai,Models,find prompt user love finetun custom model lower cost
275,No Code AI Model Builder,https://www.allthingsai.com/tool/no-code-ai-model-builder,"Create custom AI models in minutes, with no code.",https://no-code-ai-model-builder.com/,True,https://no-code-ai-model-builder.com/?ref=allthingsai,Models,creat custom ai model minut code
276,Baseten,https://www.allthingsai.com/tool/baseten,Baseten is a serverless backend for building ML-powered applications.,https://www.baseten.co/,True,https://www.baseten.co/?ref=allthingsai,Models,baseten serverless backend build mlpower applic
277,Lightning AI,https://www.allthingsai.com/tool/lightning-ai,"Build AI products, train, finetune and deploy models on the cloud, lightning fast.",https://lightning.ai/,True,https://lightning.ai/?ref=allthingsai,Models,build ai product train finetun deploy model cloud lightn fast
278,Stable Diffusion,https://www.allthingsai.com/tool/stable-diffusion,A deep learning model to generate detailed images from text descriptions.,https://stability.ai/,True,https://stability.ai/?ref=allthingsai,Models,deep learn model gener detail imag text descript
279,Replicate,https://www.allthingsai.com/tool/replicate,Run machine learning models in the cloud from your own code.,https://replicate.com/,True,https://replicate.com/?ref=allthingsai,Models,run machin learn model cloud code
280,Muse,https://www.allthingsai.com/tool/muse,Text-to-image generation/editing model by Google,https://muse-model.github.io/,True,https://muse-model.github.io/?ref=allthingsai,Models,texttoimag generationedit model googl
281,Hugging Face,https://www.allthingsai.com/tool/hugging-face,Hugging Face develops tools for building applications using machine learning.,https://huggingface.co/,True,https://huggingface.co/?ref=allthingsai ,Models,hug face develop tool build applic use machin learn
282,Build With AI Club,https://www.allthingsai.com/tool/build-with-ai-club,Learn how to build with AI and No Code in weeks instead of months.,https://www.builtwithaiclub.com/,True,https://www.builtwithaiclub.com/?ref=allthingsai,No-code,learn build ai code week instead month
283,UBOS,https://www.allthingsai.com/tool/ubos,Everything you need to transform your ideas into AI apps in minutes.,https://ubos.tech/,True,https://ubos.tech/?ref=allthingsai,No-code,everyth need transform idea ai app minut
284,Milo,https://www.allthingsai.com/tool/milo,"Find calm in the beautiful chaos. An AI co-pilot for parents, powered by GPT-4.",https://www.joinmilo.com/,True,https://www.joinmilo.com/?ref=allthingsai,Parenting,find calm beauti chao ai copilot parent power gpt4
285,Mindsera,https://www.allthingsai.com/tool/mindsera,Get personalized mentorship and feedback for all your personal goals.,https://www.mindsera.com/,True,https://www.mindsera.com/?ref=allthingsai,Personal,get person mentorship feedback person goal
286,Nexus,https://www.allthingsai.com/tool/nexus,The first collaborative partner to help you navigate your entire network.,https://clay.earth/nexus,True,https://clay.earth/nexus?ref=allthingsai,Personal,first collabor partner help navig entir network
287,Historical Figures,https://www.allthingsai.com/tool/historical-figures,"Use AI to have conversations with over 20,000 historical figures from the past.",https://apps.apple.com/nl/app/historical-figures-chat/id6444197650,True,https://apps.apple.com/nl/app/historical-figures-chat/id6444197650?ref=allthingsai,Phone Apps,use ai convers 20000 histor figur past
288,AI Photo for iPhone,https://www.allthingsai.com/tool/ai-photo-for-iphone,Run Stable Diffusion on your iPhone and generate images on the go.,https://apps.apple.com/app/id6444911377,True,https://apps.apple.com/app/id6444911377?platform=iphone&ref=allthingsai,Phone Apps,run stabl diffus iphon gener imag go
289,Rizz!,https://www.allthingsai.com/tool/rizz,AI Keyboard for your iPhone that can be used in any other app.,https://apps.apple.com/us/app/rizz/id1661403200,True,https://apps.apple.com/us/app/rizz/id1661403200?ref=allthingsai,Phone Apps,ai keyboard iphon use app
290,Castmagic,https://www.allthingsai.com/tool/castmagic,Upload your podcast MP3 file and download all your post production content.,https://www.castmagic.io/,True,https://www.castmagic.io/?ref=allthingsai,Podcasting,upload podcast mp3 file download post product content
291,clip.fm,https://www.allthingsai.com/tool/clip-fm,Turn podcasts into viral clips with one click using Artificial Intelligence.,https://www.clip.fm/,True,https://www.clip.fm/?ref=allthingsai,Podcasting,turn podcast viral clip one click use artifici intellig
292,Huberman AI,https://www.allthingsai.com/tool/huberman-ai,Use AI to explore the wisdom of The Huberman Lab.,https://huberman.rile.yt/,True,https://huberman.rile.yt/?ref=allthingsai ,Podcasting,use ai explor wisdom huberman lab
293,Adobe Podcast,https://www.allthingsai.com/tool/adobe-podcast,"Next generation audio from Adobe is here. Record, transcribe, edit, share. Crisp and clear, every time.",https://podcast.adobe.com/,True,https://podcast.adobe.com/?ref=allthingsai ,Podcasting,next gener audio adob record transcrib edit share crisp clear everi time
294,Anypod,https://www.allthingsai.com/tool/anypod,A semantic search engine for your YouTube/Podcast content.,https://www.anypod.ai/,True,https://www.anypod.ai/?ref=allthingsai ,Podcasting,semant search engin youtubepodcast content
295,PowerMode,https://www.allthingsai.com/tool/powermode,PowerMode is your AI co-founder that will help you ideate and pitch your startup.,https://powermodeai.com/,True,https://powermodeai.com/?ref=allthingsai,Presentations,powermod ai cofound help ideat pitch startup
296,GPT for Slides,https://www.allthingsai.com/tool/gpt-for-slides,Use AI to generate beautiful presentations in seconds for free.,https://www.gptforslides.app/,True,https://www.gptforslides.app/?ref=allthingsai,Presentations,use ai gener beauti present second free
297,Slides AI,https://www.allthingsai.com/tool/slides-ai,"Create professional, engaging slides from any text in no time.",https://www.slidesai.io/,True,https://www.slidesai.io/?ref=allthingsai,Presentations,creat profession engag slide text time
298,ChatBCG,https://www.allthingsai.com/tool/chatbcg,ChatBCG can genererate slides using a text description.,https://www.chatbcg.com/,True,https://www.chatbcg.com/?ref=allthingsai ,Presentations,chatbcg generer slide use text descript
299,Tome - The storytelling tool for work.,https://www.allthingsai.com/tool/tome-the-storytelling-tool-for-work,Stop designing slides and start telling stories.,https://tome.app/,True,https://tome.app/?ref=allthingsai ,Presentations,stop design slide start tell stori
300,PromptDen,https://www.allthingsai.com/tool/promptden,"A community for prompt engineering, inspiration and sharing.",https://promptden.com/,True,https://promptden.com/?ref=allthingsai,Prompts,commun prompt engin inspir share
301,Markprompt,https://www.allthingsai.com/tool/markprompt,Automatically build a delightful GPT-4 prompt for your Markdown docs.,https://markprompt.com/,True,https://markprompt.com/?ref=allthingsai,Prompts,automat build delight gpt4 prompt markdown doc
302,Learn Prompting,https://www.allthingsai.com/tool/learn-prompting,"A Free, Open Source Course on Communicating with Artificial Intelligence.",https://learnprompting.org/,True,https://learnprompting.org/?ref=allthingsai,Prompts,free open sourc cours commun artifici intellig
303,Promptbase,https://www.allthingsai.com/tool/promptbase,"Find top prompts, produce better results, save on API costs, sell your own prompts.",https://promptbase.com/,True,https://promptbase.com/?ref=allthingsai,Prompts,find top prompt produc better result save api cost sell prompt
304,PromptLayer,https://www.allthingsai.com/tool/promptlayer,"Log, track and debug your prompts and OpenAI API requests.",https://promptlayer.com/,True,https://promptlayer.com/?ref=allthingsai,Prompts,log track debug prompt openai api request
305,Prompt Hunt,https://www.allthingsai.com/tool/prompt-hunt,"Prompt Hunt makes it easy to create, edit, and share styles and themes.",https://www.prompthunt.com/,True,https://www.prompthunt.com/?ref=allthingsai ,Prompts,prompt hunt make easi creat edit share style theme
306,ChatGPT Prompts,https://www.allthingsai.com/tool/chatgpt-prompts,This repo includes ChatGPT promt curation to use ChatGPT better.,https://github.com/f/awesome-chatgpt-prompts,True,https://github.com/f/awesome-chatgpt-prompts?ref=allthingsai ,Prompts,repo includ chatgpt promt curat use chatgpt better
307,Basmo,https://www.allthingsai.com/tool/basmo,"Create a reading habit in no time with Basmo, the AI reading app for Android & iOS.",https://basmo.app/,True,https://basmo.app/?ref=allthingsai,Reading,creat read habit time basmo ai read app android io
308,Konjer,https://www.allthingsai.com/tool/konjer,Konjer is a library full of famous books that you can talk to.,https://www.konjer.xyz/,True,https://www.konjer.xyz/?ref=allthingsai,Reading,konjer librari full famou book talk
309,Holly,https://www.allthingsai.com/tool/holly,An AI powered recruiter that helps you find and connect with the right candidates.,https://www.hollyhires.ai/,True,https://www.hollyhires.ai/?ref=allthingsai,Recruitment,ai power recruit help find connect right candid
310,Summate,https://www.allthingsai.com/tool/summate,"Get weekly summaries of your Youtube and Substack feeds, straight to your inbox.",https://www.summate.io/,True,https://www.summate.io/?ref=allthingsai,Research,get weekli summari youtub substack feed straight inbox
311,Albus,https://www.allthingsai.com/tool/albus,Start with a topic and let Albus quickly shape your AI powered idea board.,https://www.albus.org/,True,https://www.albus.org/?ref=allthingsai,Research,start topic let albu quickli shape ai power idea board
312,Cyte,https://www.allthingsai.com/tool/cyte,"A visual, searchable knowledge base of your screen time.",https://cyte.io/,True,https://cyte.io/?ref=allthingsai,Research,visual searchabl knowledg base screen time
313,ResearchAIde,https://www.allthingsai.com/tool/researchaide,Extract and synthesize information from research papers quickly and efficiently.,https://www.researchaide.org/,True,https://www.researchaide.org/?ref=allthingsai,Research,extract synthes inform research paper quickli effici
314,Upword,https://www.allthingsai.com/tool/upword,AI-powered research tool for individuals and teams to help you research faster.,https://www.upword.ai/,True,https://www.upword.ai/?ref=allthingsai,Research,aipow research tool individu team help research faster
315,Mindglide,https://www.allthingsai.com/tool/mindglide,Mindglide is a context companion that enhances your browsing experience.,https://www.mindglide.com/,True,https://www.mindglide.com/?ref=allthingsai,Research,mindglid context companion enhanc brows experi
316,ChatDOC,https://www.allthingsai.com/tool/chatdoc,Chat with documents. Get instant answers with cited sources.,https://chatdoc.com/,True,https://chatdoc.com/?ref=allthingsai,Research,chat document get instant answer cite sourc
317,Vizologi,https://www.allthingsai.com/tool/vizologi,"Get answers to all your business questions about companies, markets and more.",https://vizologi.com/,True,https://vizologi.com/?ref=allthingsai,Research,get answer busi question compani market
318,broadn,https://www.allthingsai.com/tool/broadn,Personalized learning through Generative AI. No more unfinished (learning) business.,https://www.broadn.io/,True,https://www.broadn.io/?ref=allthingsai,Research,person learn gener ai unfinish learn busi
319,Twee,https://www.allthingsai.com/tool/twee,A.I. powered tools for english teachers that cover all aspects of your lessons.,https://twee.com/,True,https://twee.com/?ref=allthingsai,Research,ai power tool english teacher cover aspect lesson
320,FGenEds,https://www.allthingsai.com/tool/fgeneds,Turn your lecture slides automatically into cheat sheets.,https://fgeneds.com/,True,https://fgeneds.com/?ref=allthingsai,Research,turn lectur slide automat cheat sheet
321,Synthetic Users,https://www.allthingsai.com/tool/synthetic-users,Test your idea or product with AI participants and take decisions with confidence.,https://www.syntheticusers.com/,True,https://www.syntheticusers.com/?ref=allthingsai,Research,test idea product ai particip take decis confid
322,Techcrunch Summarizer,https://www.allthingsai.com/tool/techcrunch-summarizer,Copy and paste any TechCrunch article link and summarize it automatically.,https://www.techcrunchsummary.com/,True,https://www.techcrunchsummary.com/?ref=allthingsai,Research,copi past techcrunch articl link summar automat
323,Lateral,https://www.allthingsai.com/tool/lateral,Complete hours of reading in minutes.,https://www.lateral.io/,True,https://www.lateral.io/?ref=allthingsai,Research,complet hour read minut
324,Viable,https://www.allthingsai.com/tool/viable,Automate qualitative data analysis without compromising quality.,https://www.askviable.com/,True,https://www.askviable.com/?ref=allthingsai,Research,autom qualit data analysi without compromis qualiti
325,Explainpaper,https://www.allthingsai.com/tool/explainpaper,"Upload a paper, highlight confusing text, get an explanation.",https://www.explainpaper.com/,True,https://www.explainpaper.com/?ref=allthingsai,Research,upload paper highlight confus text get explan
326,Bearly,https://www.allthingsai.com/tool/bearly,Save hundreds of hours reading and writing with the world's best AI.,https://bearly.ai/,True,https://bearly.ai/?ref=allthingsai,Research,save hundr hour read write world best ai
327,Elicit,https://www.allthingsai.com/tool/elicit,Elicit let's you ask questions and get answers from 175M research papers.,https://elicit.org/,True,https://elicit.org/?ref=allthingsai,Research,elicit let ask question get answer 175m research paper
328,Detangle,https://www.allthingsai.com/tool/detangle,Upload your legal doc and translate it in to human-readable text,https://detangle.ai/,True,https://detangle.ai/?ref=allthingsai ,Research,upload legal doc translat humanread text
329,Hebbia,https://www.allthingsai.com/tool/hebbia,Make decisions 10X more confidently and quickly with AI-powered insights.,https://www.hebbia.ai/,True,https://www.hebbia.ai/?ref=allthingsai,Search,make decis 10x confid quickli aipow insight
330,You,https://www.allthingsai.com/tool/you,You.com is an AI powered privacy-focused search engine.,https://you.com/,True,https://you.com/?ref=allthingsai,Search,youcom ai power privacyfocus search engin
331,Cherrry,https://www.allthingsai.com/tool/cherrry,"Simple APIs to query text, images, and audio using natural language.",https://www.cherrry.com/,True,https://www.cherrry.com/?ref=allthingsai,Search,simpl api queri text imag audio use natur languag
332,Phind,https://www.allthingsai.com/tool/phind,AI search engine based on it's own Large Language Model.,https://phind.com/,True,https://phind.com/?ref=allthingsai,Search,ai search engin base larg languag model
333,Neeva,https://www.allthingsai.com/tool/neeva,"Authentic, real-time AI search using cutting edge LLMs and an independent search stack.",https://neeva.com/blog/introducing-neevaai,True,https://neeva.com/blog/introducing-neevaai?ref=allthingsai,Search,authent realtim ai search use cut edg llm independ search stack
334,Perplexity,https://www.allthingsai.com/tool/perplexity,A search interface that uses OpenAI GPT 3.5 and Microsoft Bing.,https://www.perplexity.ai/,True,https://www.perplexity.ai/?ref=allthingsai ,Search,search interfac use openai gpt 35 microsoft bing
335,Rewind,https://www.allthingsai.com/tool/rewind,"Rewind records anything you’ve seen, said, or heard and makes it searchable.",https://www.rewind.ai/,True,https://www.rewind.ai/?ref=allthingsai ,Search,rewind record anyth youv seen said heard make searchabl
336,Ollie,https://www.allthingsai.com/tool/ollie,"Find the perfect gift for everyone in your life with Ollie, the AI shopping expert.",https://heyollie.ai/,True,https://heyollie.ai/?ref=allthingsai,Shopping,find perfect gift everyon life olli ai shop expert
337,ElevenLabs,https://www.allthingsai.com/tool/elevenlabs,A realistic text to speech AI and voice cloning software.,https://beta.elevenlabs.io/,True,https://beta.elevenlabs.io/?ref=allthingsai,Speech,realist text speech ai voic clone softwar
338,Voicemaker,https://www.allthingsai.com/tool/voicemaker,TTS engine that creates human-like voices with different accents and styles.,https://voicemaker.in/,True,https://voicemaker.in/?ref=allthingsai,Speech,tt engin creat humanlik voic differ accent style
339,SpeechGen,https://www.allthingsai.com/tool/speechgen,Create realistic Voiceovers by using a text prompt that converts it to an mp3.,https://speechgen.io/,True,https://speechgen.io/?ref=allthingsai,Speech,creat realist voiceov use text prompt convert mp3
340,Free TTS,https://www.allthingsai.com/tool/free-tts,Convert text to speech for free and download it as mp3 in natural voices.,https://freetts.com/,True,https://freetts.com/?ref=allthingsai,Speech,convert text speech free download mp3 natur voic
341,Altered,https://www.allthingsai.com/tool/altered,Change your voice to any of our carefully curated portfolio or custom voices.,https://www.altered.ai/,True,https://www.altered.ai/?ref=allthingsai,Speech,chang voic care curat portfolio custom voic
342,TTSMaker,https://www.allthingsai.com/tool/ttsmaker,TTSMaker is a free text-to-speech tool that provides speech synthesis services.,https://ttsmaker.com/,True,https://ttsmaker.com/?ref=allthingsai,Speech,ttsmaker free texttospeech tool provid speech synthesi servic
343,izwe,https://www.allthingsai.com/tool/izwe,"Transform audio and video data to text, captions or subtitles in your language.",https://izwe.ai/,True,https://izwe.ai/?ref=allthingsai,Speech,transform audio video data text caption subtitl languag
344,Gladia,https://www.allthingsai.com/tool/gladia,Transcribe 1 hour of audio in 10 seconds with Gladia Text to Speech.,https://www.gladia.io/,True,https://www.gladia.io/?ref=allthingsai,Speech,transcrib 1 hour audio 10 second gladia text speech
345,Uberduck,https://www.allthingsai.com/tool/uberduck,Open Source AI voice community that let's you generate voices from text.,https://uberduck.ai/,True,https://uberduck.ai/?ref=allthingsai,Speech,open sourc ai voic commun let gener voic text
346,Supertone,https://www.allthingsai.com/tool/supertone,Produce hyperrealistic results using singing and acting voice separation AI technology.,https://supertone.ai/,True,https://supertone.ai/?ref=allthingsai,Speech,produc hyperrealist result use sing act voic separ ai technolog
347,Murf,https://www.allthingsai.com/tool/murf,Go from text to speech with a versatile AI voice generator.,https://murf.ai/,True,https://murf.ai/?ref=allthingsai,Speech,go text speech versatil ai voic gener
348,Coqui,https://www.allthingsai.com/tool/coqui,"Direct emotive, generative AI voices for video games, post-production and more.",https://coqui.ai/,True,https://coqui.ai/?ref=allthingsai,Speech,direct emot gener ai voic video game postproduct
349,Azure Speech,https://www.allthingsai.com/tool/azure-speech,Bring your applications to life with natural-sounding voices.,https://azure.microsoft.com/en-us/products/cognitive-services/text-to-speech/,True,https://azure.microsoft.com/en-us/products/cognitive-services/text-to-speech/?ref=allthingsai,Speech,bring applic life naturalsound voic
350,WellSaid,https://www.allthingsai.com/tool/wellsaid,Create a compelling realistic AI voice over for all your digital content,https://wellsaidlabs.com/,True,https://wellsaidlabs.com/?ref=allthingsai,Speech,creat compel realist ai voic digit content
351,Voice.ai,https://www.allthingsai.com/tool/voice-ai,Voice.ai is a free real-time voice changer to use during apps and games.,https://voice.ai/,True,https://voice.ai/?ref=allthingsai,Speech,voiceai free realtim voic changer use app game
352,Apple Audiobooks,https://www.allthingsai.com/tool/apple-audiobooks,Apple Books digital narration of audio books.,https://authors.apple.com/support/4519-digital-narration-audiobooks,True,https://authors.apple.com/support/4519-digital-narration-audiobooks?ref=allthingsai,Speech,appl book digit narrat audio book
353,Play.HT,https://www.allthingsai.com/tool/play-ht,AI powered text to voice generator,https://play.ht/,True,https://play.ht/?ref=allthingsai ,Speech,ai power text voic gener
354,Resemble,https://www.allthingsai.com/tool/resemble,Generate human–like voice overs in seconds.,https://www.resemble.ai/,True,https://www.resemble.ai/?ref=allthingsai ,Speech,gener humanlik voic over second
355,Whisper,https://www.allthingsai.com/tool/whisper,A neural net that approaches human level robustness and accuracy.,https://openai.com/blog/whisper/,True,https://openai.com/blog/whisper/?ref=allthingsai ,Speech,neural net approach human level robust accuraci
356,FormulasHQ,https://www.allthingsai.com/tool/formulashq,Describe your calculation and let AI generate an Excel or Google Sheets formula.,https://formulashq.com/,True,https://formulashq.com/?ref=allthingsai,Spreadsheets,describ calcul let ai gener excel googl sheet formula
357,FormulaHive,https://www.allthingsai.com/tool/formulahive,Generate custom formulas for Excel & Google Sheets using Artificial Intelligence.,https://formulahive.com/,True,https://formulahive.com/?ref=allthingsai,Spreadsheets,gener custom formula excel googl sheet use artifici intellig
